                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                0.94493,                0.39061,                 1.0057,                0.97015,                0.95274,                0.98543,                0.72077,                 1.0569,                0.41129,                  1.091,               0.002377,               0.002377,               0.002377
                    310,                0.94356,                0.39695,                 0.9935,                0.97025,                0.95048,                 0.9848,                0.71729,                 1.0615,                0.41477,                 1.0915,              0.0023523,              0.0023523,              0.0023523
                    311,                0.91205,                0.38548,                0.99686,                0.97021,                0.94835,                0.98436,                0.71512,                 1.0609,                0.41424,                 1.0925,              0.0023275,              0.0023275,              0.0023275
                    312,                0.92853,                0.38811,                0.98563,                0.96755,                0.95218,                0.98494,                0.71751,                 1.0601,                0.41317,                 1.0925,              0.0023028,              0.0023028,              0.0023028
                    313,                0.94138,                0.39566,                0.99715,                0.97244,                 0.9491,                0.98524,                0.71863,                 1.0588,                0.41191,                 1.0927,               0.002278,               0.002278,               0.002278
                    314,                0.93588,                0.39471,                 1.0156,                0.97311,                0.94974,                0.98546,                0.72011,                 1.0566,                0.41307,                  1.086,              0.0022533,              0.0022533,              0.0022533
                    315,                0.90913,                0.38203,                0.99571,                0.96819,                0.95228,                0.98478,                0.71591,                 1.0699,                0.41623,                 1.0967,              0.0022285,              0.0022285,              0.0022285
                    316,                 0.9379,                0.39733,                0.98275,                0.97274,                0.95306,                 0.9861,                0.71556,                 1.0609,                0.41355,                 1.0919,              0.0022038,              0.0022038,              0.0022038
                    317,                 0.9388,                0.39583,                 1.0025,                0.96838,                0.95486,                0.98619,                0.71905,                 1.0614,                0.41401,                 1.0941,               0.002179,               0.002179,               0.002179
                    318,                0.93202,                 0.3949,                0.98766,                0.97018,                0.95175,                0.98521,                0.71959,                 1.0625,                0.41574,                 1.0938,              0.0021543,              0.0021543,              0.0021543
                    319,                0.92728,                0.40292,                 1.0047,                0.96854,                 0.9534,                0.98494,                0.71918,                 1.0574,                 0.4145,                 1.0905,              0.0021295,              0.0021295,              0.0021295
                    320,                0.90554,                0.38422,                 0.9822,                 0.9713,                0.95388,                0.98602,                0.71718,                 1.0625,                0.41503,                  1.097,              0.0021048,              0.0021048,              0.0021048
                    321,                0.90589,                0.38095,                0.99349,                0.97107,                0.95322,                0.98555,                0.71911,                 1.0622,                 0.4158,                  1.095,                0.00208,                0.00208,                0.00208
                    322,                0.93619,                0.38965,                0.99832,                 0.9698,                0.95335,                0.98636,                0.71614,                  1.052,                 0.4125,                 1.0877,              0.0020553,              0.0020553,              0.0020553
                    323,                0.90894,                0.38209,                0.99759,                0.97254,                0.95276,                0.98633,                0.71938,                 1.0543,                0.41135,                 1.0885,              0.0020305,              0.0020305,              0.0020305
                    324,                0.91687,                0.38624,                0.99302,                0.97183,                0.95306,                0.98677,                0.72088,                 1.0522,                  0.409,                 1.0879,              0.0020058,              0.0020058,              0.0020058
                    325,                  0.916,                 0.3847,                0.98135,                0.97254,                0.95272,                0.98625,                0.72118,                 1.0497,                0.41028,                  1.083,               0.001981,               0.001981,               0.001981
                    326,                0.91411,                0.38313,                0.98468,                0.96964,                0.95489,                0.98541,                 0.7212,                 1.0512,                0.40876,                 1.0869,              0.0019563,              0.0019563,              0.0019563
                    327,                 0.9212,                 0.3862,                 1.0046,                0.96843,                0.95652,                0.98551,                0.71899,                 1.0526,                0.40854,                 1.0898,              0.0019315,              0.0019315,              0.0019315
                    328,                0.93202,                0.38579,                 1.0057,                0.97239,                0.95105,                0.98527,                0.71727,                 1.0693,                0.41261,                 1.1007,              0.0019068,              0.0019068,              0.0019068
                    329,                0.92687,                0.38198,                0.99634,                0.97104,                0.95228,                0.98484,                0.71655,                 1.0703,                 0.4123,                 1.1025,               0.001882,               0.001882,               0.001882
                    330,                 0.9374,                0.39407,                0.97917,                0.97203,                0.95317,                0.98562,                0.71953,                 1.0632,                0.40883,                 1.0958,              0.0018572,              0.0018572,              0.0018572
                    331,                0.91261,                0.38215,                0.99019,                0.97184,                0.95405,                0.98657,                0.71972,                 1.0581,                0.40949,                 1.0889,              0.0018325,              0.0018325,              0.0018325
                    332,                0.92041,                0.38271,                 0.9892,                 0.9703,                0.95585,                0.98617,                0.71776,                 1.0613,                0.41165,                  1.098,              0.0018077,              0.0018077,              0.0018077
                    333,                0.92833,                0.38451,                0.99257,                0.96912,                0.95628,                0.98574,                0.72149,                 1.0556,                0.40975,                 1.0917,               0.001783,               0.001783,               0.001783
                    334,                0.92525,                0.39169,                0.98573,                 0.9673,                0.95853,                0.98634,                0.71928,                 1.0558,                   0.41,                 1.0931,              0.0017582,              0.0017582,              0.0017582
                    335,                0.91887,                  0.387,                0.99242,                0.96954,                0.95542,                 0.9858,                0.71906,                 1.0613,                0.41117,                 1.0965,              0.0017335,              0.0017335,              0.0017335
                    336,                0.89962,                0.37564,                0.98412,                0.96845,                0.95596,                 0.9865,                0.71918,                 1.0538,                0.40953,                   1.09,              0.0017087,              0.0017087,              0.0017087
                    337,                 0.9073,                0.38453,                 0.9908,                0.97148,                0.95264,                0.98622,                0.72115,                  1.053,                0.40868,                  1.089,               0.001684,               0.001684,               0.001684
                    338,                0.91956,                 0.3817,                0.98858,                0.97165,                0.95296,                0.98582,                0.71902,                 1.0544,                0.41159,                 1.0901,              0.0016592,              0.0016592,              0.0016592
                    339,                0.92095,                0.38214,                0.99255,                0.97454,                0.95169,                  0.986,                0.71776,                 1.0676,                0.41078,                 1.0997,              0.0016345,              0.0016345,              0.0016345
                    340,                0.92172,                 0.3839,                 1.0078,                0.97066,                0.95435,                0.98622,                0.71735,                 1.0632,                0.41253,                 1.0981,              0.0016097,              0.0016097,              0.0016097
                    341,                0.92556,                0.38555,                0.98406,                0.97186,                0.95485,                0.98561,                0.71945,                 1.0557,                0.40935,                 1.0915,               0.001585,               0.001585,               0.001585
                    342,                0.93047,                0.39074,                0.98383,                0.96849,                0.95836,                0.98566,                0.72291,                 1.0511,                0.40792,                 1.0888,              0.0015602,              0.0015602,              0.0015602
                    343,                0.94171,                0.41172,                 1.0203,                0.97131,                0.95414,                 0.9854,                0.72359,                 1.0511,                0.40883,                 1.0874,              0.0015355,              0.0015355,              0.0015355
                    344,                0.89842,                0.37846,                0.98334,                0.97058,                0.95489,                0.98514,                0.72156,                 1.0551,                0.41037,                 1.0911,              0.0015107,              0.0015107,              0.0015107
                    345,                0.89406,                0.37677,                0.97929,                 0.9691,                0.95785,                0.98582,                0.72211,                 1.0552,                0.40797,                 1.0921,               0.001486,               0.001486,               0.001486
                    346,                0.89338,                0.37927,                0.97235,                0.97278,                0.95456,                0.98578,                0.72189,                 1.0497,                0.40596,                 1.0892,              0.0014612,              0.0014612,              0.0014612
                    347,                0.89756,                 0.3779,                0.97329,                0.97176,                0.95509,                0.98595,                0.72135,                 1.0508,                0.40706,                  1.093,              0.0014365,              0.0014365,              0.0014365
                    348,                0.91058,                0.38206,                0.97616,                0.97311,                 0.9538,                0.98661,                0.72373,                 1.0461,                0.40568,                 1.0873,              0.0014117,              0.0014117,              0.0014117
                    349,                0.89946,                0.37882,                  0.997,                0.97047,                0.95424,                0.98596,                 0.7229,                 1.0489,                0.40708,                 1.0882,               0.001387,               0.001387,               0.001387
                    350,                 0.9202,                0.38772,                0.98039,                0.97183,                0.95369,                0.98565,                0.72317,                 1.0507,                0.41138,                 1.0876,              0.0013622,              0.0013622,              0.0013622
                    351,                 0.9307,                0.39015,                0.98938,                0.96925,                0.95595,                0.98572,                0.72126,                 1.0488,                0.40834,                 1.0916,              0.0013375,              0.0013375,              0.0013375
                    352,                0.89192,                0.37432,                0.98303,                0.96419,                0.95795,                0.98598,                 0.7223,                 1.0556,                0.40951,                 1.0969,              0.0013128,              0.0013128,              0.0013128
                    353,                0.90484,                0.39715,                0.99459,                0.96677,                0.95735,                0.98618,                0.72262,                 1.0529,                 0.4085,                 1.0943,               0.001288,               0.001288,               0.001288
                    354,                0.90125,                0.38074,                0.97676,                 0.9666,                0.95521,                0.98606,                0.72095,                 1.0595,                0.40994,                 1.0984,              0.0012633,              0.0012633,              0.0012633
                    355,                0.88319,                0.37413,                0.97158,                0.97095,                0.95392,                 0.9871,                0.72422,                 1.0466,                0.40724,                 1.0898,              0.0012385,              0.0012385,              0.0012385
                    356,                0.89834,                0.37935,                0.97298,                0.96908,                0.95714,                0.98699,                0.72228,                 1.0508,                0.40716,                 1.0905,              0.0012138,              0.0012138,              0.0012138
                    357,                0.91666,                0.38726,                0.99137,                0.97128,                0.95678,                0.98669,                0.72226,                 1.0519,                0.40678,                 1.0903,               0.001189,               0.001189,               0.001189
                    358,                0.90642,                0.37754,                0.97569,                0.97106,                0.95648,                0.98698,                0.72323,                 1.0505,                0.40633,                 1.0903,              0.0011643,              0.0011643,              0.0011643
                    359,                0.89065,                0.37727,                0.97387,                0.97227,                0.95682,                0.98706,                0.72192,                 1.0572,                0.40706,                 1.0964,              0.0011395,              0.0011395,              0.0011395
                    360,                0.87617,                0.36776,                0.99403,                0.97064,                0.95653,                0.98669,                0.72427,                 1.0402,                0.40431,                 1.0819,              0.0011148,              0.0011148,              0.0011148
                    361,                0.88405,                0.37227,                0.98197,                0.96794,                0.95714,                0.98646,                0.72184,                 1.0503,                0.40495,                 1.0891,                0.00109,                0.00109,                0.00109
                    362,                  0.899,                0.38082,                0.98186,                0.97195,                0.95499,                0.98664,                0.72282,                 1.0526,                 0.4047,                 1.0917,              0.0010653,              0.0010653,              0.0010653
                    363,                0.89302,                 0.3766,                0.97629,                0.96936,                0.95595,                0.98594,                 0.7206,                 1.0559,                0.40718,                 1.0968,              0.0010405,              0.0010405,              0.0010405
                    364,                0.91598,                0.38438,                0.98785,                0.97119,                0.95489,                0.98604,                0.72185,                 1.0449,                0.40498,                 1.0873,              0.0010158,              0.0010158,              0.0010158
                    365,                0.90358,                0.38223,                0.98274,                0.97152,                  0.954,                0.98606,                0.72381,                 1.0495,                0.40696,                 1.0909,               0.000991,               0.000991,               0.000991
                    366,                0.89062,                0.37187,                0.98928,                0.96736,                0.95928,                0.98652,                 0.7237,                 1.0487,                0.40768,                 1.0902,             0.00096625,             0.00096625,             0.00096625
                    367,                0.89867,                0.37538,                0.99779,                0.97249,                0.95453,                 0.9869,                0.72161,                 1.0508,                0.40675,                 1.0875,              0.0009415,              0.0009415,              0.0009415
                    368,                 0.8891,                0.38356,                0.98234,                0.97082,                0.95799,                0.98625,                0.72198,                 1.0505,                0.40744,                 1.0885,             0.00091675,             0.00091675,             0.00091675
                    369,                0.88213,                0.37432,                0.99084,                0.97043,                0.95659,                 0.9863,                0.72177,                 1.0514,                  0.406,                 1.0896,               0.000892,               0.000892,               0.000892
                    370,                0.90099,                0.37488,                 0.9851,                0.97116,                0.95628,                0.98663,                0.72284,                 1.0473,                0.40454,                 1.0885,             0.00086725,             0.00086725,             0.00086725
                    371,                0.90943,                0.37906,                0.98293,                0.97131,                 0.9551,                0.98629,                0.72254,                 1.0448,                0.40389,                 1.0854,              0.0008425,              0.0008425,              0.0008425
                    372,                0.90461,                0.37923,                0.99232,                0.97043,                0.95714,                0.98614,                0.72373,                  1.047,                0.40582,                 1.0861,             0.00081775,             0.00081775,             0.00081775
                    373,                0.89708,                0.37424,                 0.9953,                0.97186,                0.95485,                0.98685,                0.72328,                 1.0503,                 0.4066,                 1.0911,               0.000793,               0.000793,               0.000793
                    374,                0.88238,                0.36967,                0.99362,                0.97103,                0.95552,                0.98605,                0.72468,                 1.0446,                 0.4056,                 1.0842,             0.00076825,             0.00076825,             0.00076825
                    375,                0.88198,                0.37154,                0.98374,                0.97218,                0.95476,                0.98614,                0.72306,                  1.044,                0.40482,                 1.0847,              0.0007435,              0.0007435,              0.0007435
                    376,                0.89998,                0.37548,                0.97874,                0.97271,                0.95521,                0.98645,                0.72262,                 1.0482,                0.40731,                 1.0909,             0.00071875,             0.00071875,             0.00071875
                    377,                0.91371,                0.38526,                0.97183,                0.97273,                0.95573,                0.98681,                0.72432,                 1.0458,                0.40584,                 1.0889,               0.000694,               0.000694,               0.000694
                    378,                0.88408,                0.37079,                0.97877,                 0.9729,                0.95394,                0.98717,                0.72283,                 1.0493,                0.40613,                  1.091,             0.00066925,             0.00066925,             0.00066925
                    379,                0.89793,                0.37633,                0.98304,                0.96862,                0.95939,                0.98648,                0.72211,                 1.0462,                0.40404,                 1.0899,              0.0006445,              0.0006445,              0.0006445
                    380,                0.87788,                0.37043,                0.98024,                0.97181,                0.95714,                0.98689,                 0.7231,                 1.0451,                0.40351,                 1.0874,             0.00061975,             0.00061975,             0.00061975
                    381,                 0.8985,                0.37516,                0.97714,                0.97278,                0.95424,                0.98661,                0.72409,                 1.0435,                0.40375,                 1.0882,               0.000595,               0.000595,               0.000595
                    382,                0.88842,                0.37693,                 0.9781,                0.97049,                 0.9585,                0.98666,                0.72348,                 1.0409,                0.40349,                 1.0851,             0.00057025,             0.00057025,             0.00057025
                    383,                 0.9111,                0.38022,                 0.9755,                0.97041,                0.95925,                0.98675,                0.72254,                 1.0414,                0.40397,                 1.0853,              0.0005455,              0.0005455,              0.0005455
                    384,                0.89125,                0.37172,                0.96754,                0.97059,                0.95832,                0.98699,                0.72348,                 1.0454,                0.40302,                 1.0855,             0.00052075,             0.00052075,             0.00052075
                    385,                0.89337,                0.37344,                0.96142,                 0.9723,                0.95757,                 0.9866,                0.72332,                 1.0504,                0.40479,                 1.0906,               0.000496,               0.000496,               0.000496
                    386,                0.90324,                 0.3743,                0.98824,                0.97034,                0.95864,                0.98717,                 0.7234,                 1.0499,                0.40421,                 1.0886,             0.00047125,             0.00047125,             0.00047125
                    387,                0.88904,                0.37225,                0.97588,                0.96965,                0.95821,                0.98684,                0.72151,                  1.055,                0.40458,                 1.0934,              0.0004465,              0.0004465,              0.0004465
                    388,                0.89001,                0.37095,                0.97739,                0.97202,                0.95662,                0.98711,                0.72275,                 1.0522,                0.40349,                 1.0903,             0.00042175,             0.00042175,             0.00042175
                    389,                0.87284,                0.36745,                0.96983,                0.97036,                0.95786,                0.98706,                0.72364,                 1.0468,                0.40366,                 1.0879,               0.000397,               0.000397,               0.000397
                    390,                0.88981,                0.37417,                0.97611,                0.96975,                0.95843,                0.98691,                0.72434,                 1.0447,                0.40301,                 1.0879,             0.00037225,             0.00037225,             0.00037225
                    391,                0.90104,                 0.3722,                0.98449,                0.97124,                0.95585,                0.98627,                0.72444,                 1.0413,                0.40237,                 1.0859,              0.0003475,              0.0003475,              0.0003475
                    392,                0.89751,                0.37137,                0.98068,                0.97343,                0.95521,                0.98665,                0.72379,                 1.0419,                0.40229,                 1.0866,             0.00032275,             0.00032275,             0.00032275
                    393,                0.86481,                0.36368,                0.98105,                0.97207,                0.95607,                0.98695,                0.72464,                 1.0403,                0.40255,                 1.0854,               0.000298,               0.000298,               0.000298
                    394,                0.87133,                0.36698,                0.97518,                0.97201,                0.95636,                0.98685,                 0.7245,                 1.0438,                0.40338,                 1.0865,             0.00027325,             0.00027325,             0.00027325
                    395,                0.88235,                0.36952,                0.97336,                0.97192,                 0.9571,                0.98672,                0.72432,                 1.0462,                0.40367,                 1.0891,              0.0002485,              0.0002485,              0.0002485
                    396,                0.87554,                0.36682,                 0.9858,                0.97118,                0.95671,                0.98703,                0.72485,                 1.0457,                0.40259,                 1.0896,             0.00022375,             0.00022375,             0.00022375
                    397,                0.89499,                0.37299,                0.98957,                0.97051,                0.95735,                0.98664,                0.72378,                 1.0467,                0.40307,                 1.0911,               0.000199,               0.000199,               0.000199
                    398,                0.88528,                0.37017,                0.97013,                0.96772,                0.96053,                0.98661,                 0.7241,                  1.044,                0.40216,                 1.0881,             0.00017425,             0.00017425,             0.00017425
                    399,                0.88145,                0.36985,                0.96533,                0.96811,                0.96003,                 0.9867,                0.72343,                 1.0478,                0.40256,                 1.0906,              0.0001495,              0.0001495,              0.0001495
